name,rel,customer,newCol1,newCol2,status,orderType,config,platform,accType,testedBy,submissionReason,reqDate,submissionDate,startDate,endDate,rolloverDate,rolloverDays,rolloverDaysH,waitingDays,waitingDaysH,testingDays,testingDaysH,reportNo,releaseDate,reviewedBy,codeCompare,newFW,tBugs,is_delete,user_id,date,__v
CTP20.00 ,0,AVVNL,AVVNL,,Exp Next Itr,DLMS Tender, 3P4W LTWC Cl 1.0 10-60A,VENUS,TVM LT WC,BHR,New firmware,2024-03-12,2024-03-12,2024-03-13,2024-03-18,,-45369,,2,1.0,6.0,4.0,,,AVM,,yes,,False,,,0
UF13.01,0,KSEB,KSEB,,Exp Next Itr,DLMS Tender,"1Ph 5-30A , Cl.1.0",MERCURY,ENM,DK,Cr changes,2024-03-12,2024-03-12,2024-03-13,2024-03-14,,-45365,,2,1.0,2.0,2.0,,,BCP,,,,False,,,0
CBO017.00,0,Adani,APDCL,,Withdrawn,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,,New firmware,2024-03-12,2024-03-12,,,,0,,-45362,,1.0,,,,,,yes,,False,,,0
CBO018.00,0,Adani,NBPDCL ,,Withdrawn,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,,New firmware,2024-03-12,2024-03-13,,,,0,,-45363,,1.0,,,,,,yes,,False,,,0
RH33.00,1,Intellismart,DGVCL,,On Hold,DLMS Order,"1Ph 10-60A , Cl.1.0",CYGNUS,SMART,,bug fixed,2024-02-06,2024-03-12,,,,0,,-45362,,1.0,,,,,,,,False,,,0
RH21.00,5,Intellismart,PVVNL,,Subs Itr rel,DLMS Order,"1PH  LPR 10-60A,  Cl.1.0",CYGNUS,SMART,AM,bug fixed,2023-10-31,2024-03-13,2024-03-14,2024-03-15,,-45366,,2,1.0,2.0,2.0,,,,,,,False,,,0
CAO01500,3,TPCL,TPCL,,Released,DLMS Order, 3P4W LTWC Cl 1.0 10-100A,CHRONAS,SMART,AVM,Fw version issue resolved(code compare),2024-02-09,2024-03-13,2024-03-13,2024-03-13,,-45364,,1,0.0,1.0,1.0,QER-109029,2024-03-13,,Yes,,,False,,,0
CBO011.00,3,Intellismart,SBPDCL,,Released,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,AVM,bug fixed,2024-01-24,2024-03-13,2024-03-13,2024-03-13,,-45364,,1,0.0,1.0,1.0,QER-109030,2024-03-13,BHR,,,,False,,,0
COP13.00,0,DHBVN,DHBVN,,Subs Itr rel,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,VENUS,TVM LT WC,VK,New firmware,2024-03-13,2024-03-13,2024-03-19,2024-03-22,2024-03-26,4,2.0,7,4.0,4.0,4.0,,,AM,,yes,,False,,,0
5HD2N.70,0,TANGEDCO,TANGEDCO,,Subs Itr rel,DLMS Order,3P4W 63.5V 1-2A Cl 0.2Cl ,N2AVE,TVM HT 0.2,SS,New firmware,2024-03-13,2024-03-13,2024-03-19,2024-03-27,2024-03-29,2,2.0,7,4.0,9.0,7.0,,,AVM,,yes,,False,,,0
5HD09.76,0,ESP,BB11BEDLMS2 ,,On Hold,DLMS Order,3P4W 63.5V 1-2A Cl 0.2Cl ,N2AVE,TVM HT 0.2,,Checklist implementation,2024-03-13,2024-03-13,,,,0,,-45363,,1.0,,,,,,,,False,,,0
RH41.00,0,Adani  ,MSEDCL,,Withdrawn,DLMS Order,"1PH 10-60A,  Cl.1.0",CYGNUS,SMART,BHR,New firmware,2024-03-15,2024-03-15,2024-03-25,,,0,,11,6.0,-45375.0,,,,,,yes,,False,,,0
5HD09.76,1,ESP,BB11BEDLMS2 ,,Subs Itr rel,DLMS Order,3P4W 63.5V 1-2A Cl 0.2Cl ,N2AVE,TVM HT 0.2,DK,Checklist implementation,2024-03-13,2024-03-15,2024-03-29,2024-04-02,2024-04-04,2,2.0,15,9.0,5.0,3.0,,,BHR,,,,False,,,0
CBO019.00,0,Adani,APEPDCL  4G,4G,Withdrawn,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,,New firmware,2024-03-15,2024-03-15,,,,0,,-45365,,1.0,,,,,,yes,,False,,,0
nLo030.07,7,Techno,MPPKVVCL Indore ,(w/o DI),Withdrawn,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,,Bug fixed and CR changes,2024-01-04,2024-03-15,,,,0,,-45365,,1.0,,,,,,,,False,,,0
nLo031.07,7,Techno,MPPKVVCL Indore ,DI,Withdrawn,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,VK,Bug fixed and CR changes,2024-01-04,2024-03-15,2024-03-25,,,0,,11,7.0,-45375.0,,,,,,,,False,,,0
RH43.00,0,GMR,DVVNL,,Withdrawn,DLMS Order,"1PH 10-60A,  Cl.1.0",CYGNUS,SMART,,New firmware,2024-03-15,2024-03-15,,,,0,,-45365,,1.0,,,,,,yes,,False,,,0
CBO018.00,1,Adani,NBPDCL ,,Subs Itr rel,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,San,New firmware,2024-03-15,2024-03-15,2024-03-21,2024-03-28,2024-03-29,1,1.0,7,4.0,8.0,6.0,,,AM,,yes,,False,,,0
CBO020.00,0,Intellismart,DGVCL,,Subs Itr rel,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,VK,New firmware,2024-03-15,2024-03-15,2024-04-01,2024-04-05,2024-04-08,3,1.0,18,12.0,5.0,5.0,,,SAN,,yes,,False,,,0
HHo002.07,7,Techno,MPPKVVCL Indore ,,Subs Itr rel,DLMS Order, 3P4W HTCT Cl 0.2 5-10A,NORTEM,SMART,AVM,bug fixed,2024-01-19,2024-03-15,2024-03-20,2024-03-21,,-45372,,6,3.0,2.0,2.0,,,,,,,False,,,0
RH21.00,6,Intellismart,PVVNL ,,Subs Itr rel,DLMS Order,"1PH  LPR 10-60A,  Cl.1.0",CYGNUS,SMART,AM,bug fixed and Key changes,2023-10-31,2024-03-18,2024-03-18,2024-03-18,2024-03-19,1,1.0,1,0.0,1.0,1.0,,,BCP,,,,False,,,0
RH43.00,1,GMR,DVVNL,,Subs Itr rel,DLMS Order,"1PH 10-60A,  Cl.1.0",CYGNUS,SMART,SR,New firmware,2024-03-15,2024-03-18,2024-03-18,2024-03-21,2024-03-27,6,4.0,1,0.0,4.0,4.0,,,SS,,yes,,False,,,0
nLo040.00,0,Iskraemeco ,UGVCL,(DTR meter with DI  with 200/5 ratio),Exp Next Itr,DLMS Order,3P4W LTCT 240V 5-10A,NORTEM,SMART,AM,New firmware,2024-03-19,2024-03-19,2024-04-10,2024-04-12,,-45394,,23,15.0,3.0,2.0,,,,,yes,,False,,,0
nLo041.00,0,Iskraemeco ,UGVCL,(consumer with DI without 200/5 ratio),Subs Itr rel,DLMS Order,3P4W LTCT 240V 5-10A,NORTEM,SMART,BCP,New firmware,2024-03-19,2024-03-19,2024-04-11,2024-04-12,,-45394,,24,16.0,2.0,2.0,,,,,yes,,False,,,0
COT70.01,0,TPL,Surat,,Released,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,M3R,TVM LT WC,AM,Fw modified for field change,2024-03-19,2024-03-19,2024-03-19,2024-03-21,2024-03-25,4,2.0,1,0.0,3.0,3.0,QER-108757(1),2024-03-27,DK,,,,False,,,0
CBO021.00,0,Intellismart,MGVCL,4G,Subs Itr rel,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,BCP,CBO013.00 RF fw converted to 4G,2024-03-19,2024-03-19,2024-03-20,2024-03-25,2024-03-28,3,3.0,2,1.0,6.0,4.0,,,AVM,,,,False,,,0
COP11.00 ,2,CESC, RAJASTHAN,,Released,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,VENUS,TVM LT WC,AM,CR changes,2023-12-11,2024-03-21,2024-03-25,2024-03-26,2024-03-28,2,2.0,5,2.0,2.0,2.0,QER-109031(1),2024-04-01,BCP,,,,False,,,0
CON07.01,0,ESP,MSEDCL,,Released,DLMS Order, 3P 4W- SFF-LT 5-10A,SFF,TVM LT 0.5,SR,Pulsing correction in case of vol. failure,2024-03-22,2024-03-22,2024-03-22,2024-03-22,,-45373,,1,1.0,1.0,1.0,QER-109022(02),2024-03-25,,,,,False,,,0
nLo037.01,1,Adani,NBPDCL ,,Subs Itr rel,DLMS Order,3P4W LTCT 240V 5-10A,NORTEM,SMART,VK/SS,New firmware,2024-02-26,2024-03-22,2024-04-03,2024-04-24,2024-04-25,1,1.0,13,8.0,22.0,16.0,,,SAN,,yes,,False,,,0
UC16.00 ,2,ESP,BC7DL0  ,,Released,DLMS Order,"1Ph 5-30A , Cl.1.0",SFF,ENM,DK,CR chnages,2023-03-28,2024-03-22,2024-03-25,2024-03-25,,-45376,,4,0.0,1.0,1.0,QER-109044,2024-04-11,,,,,False,,,0
UC15.00 ,3,ESP,BC5DL0 ,,Released,DLMS Order,"1Ph 05-30A , Cl.1.0",SFF,ENM,DK,CR changes,2023-03-21,2024-03-22,2024-03-25,2024-03-25,,-45376,,4,0.0,1.0,1.0,QER-109045,2024-04-08,,,,,False,,,0
COP14.00,0,DHBVN,DHBVN,bidirection,Subs Itr rel,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,VENUS,TVM LT WC,AVM,New firmware,2024-03-22,2024-03-22,2024-03-25,2024-03-28,2024-04-01,4,2.0,4,0.0,4.0,4.0,,,SAN,,yes,,False,,,0
CON07.01,1,ESP,MSEDCL,,Withdrawn,DLMS Order, 3P 4W- SFF-LT 5-10A,SFF,TVM LT 0.5,SR,bug fixed,2024-03-22,2024-03-22,2024-03-25,,,0,,4,0.0,-45375.0,,,,,,,,False,,,0
nHo038.01,1,NCC,NBPDCL,,Withdrawn,DLMS Order,3P4W HTCT 63.5V 5-10A,NORTEM,SMART,,bug fixed,2024-03-05,2024-04-12,,,,0,,-45393,,1.0,,,,,,,,False,,,0
CON08.00,1,BESCOM ,BESCOM ,,Released,DLMS Order, 3P 4W- SFF-LT 5-10A,SFF,TVM LT 0.5,AM,Bug fixed,2024-02-23,2024-04-19,2024-04-22,2024-04-22,2024-04-23,1,1.0,4,2.0,1.0,1.0,QER-109062,2024-04-24,BCP,,,,False,,,0
nHo039.01,1,Adani ,NBPDCL,,Subs Itr rel,DLMS Order,3P4W HTCT 63.5V 5-10A,NORTEM,SMART,BHR,New firmware,2024-03-25,2024-03-25,2024-04-02,2024-04-08,2024-04-17,9,5.0,9,5.0,7.0,5.0,,,AVM,,yes,,False,,,0
nLo030.08,8,Techno,MPPKVVCL Indore ,(w/o DI),Subs Itr rel,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,VK,Bug fixed and CR changes,2024-01-04,2024-03-25,2024-03-25,2024-03-29,,-45380,,1,0.0,5.0,5.0,,,,,,,False,,,0
nLo031.08,8,Techno,MPPKVVCL Indore ,DI,Stopped,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,BCP,Bug fixed and CR changes,2024-01-04,2024-03-25,2024-03-25,,,0,,1,0.0,-45375.0,,,,,,,,False,,,0
nLo035.01,1,Adani,MSEDCL,,Withdrawn,DLMS Order,3P4W LTCT 240V 5-10A,NORTEM,SMART,,New firmware,2024-02-28,2024-03-26,,,,0,,-45376,,1.0,,,,,,yes,,False,,,0
CBO016.00,1,NCC,NBPDCL,,Subs Itr rel,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,BCP,Bug fixed,2024-03-12,2024-03-26,2024-03-29,2024-04-02,2024-04-04,2,2.0,4,2.0,5.0,3.0,,,,,,,False,,,0
RH45.00,0,Adani,NBPDCL,Quectel,Subs Itr rel,DLMS Order,"1Ph 10-60A , Cl.1.0",CYGNUS,SMART,BHR,RH36.00 modified to use Quectel module,2024-03-26,2024-03-26,2024-03-27,2024-03-28,2024-04-02,5,3.0,2,1.0,2.0,2.0,,,SAN,,,,False,,,0
COP02.02,0,DGVCL,DGVCL,,Released,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,VENUS,TVM LT WC,AM,New Firmware,2024-03-26,2024-03-26,2024-03-27,2024-03-28,2024-04-01,4,2.0,2,1.0,2.0,2.0,QER-108721(2),2024-04-11,BCP,,yes,,False,,,0
CBO015.00 ,1,Adani,MSEDCL,,Subs Itr rel,DLMS Order, 3P4W LTWC Cl 1.0 10-100A,CHRONAS,SMART,AVM,New firmware,2024-02-26,2024-03-26,2024-03-29,2024-04-03,2024-04-05,2,2.0,4,2.0,6.0,4.0,,,SAN,,yes,,False,,,0
RH31.00,1,Intellismart,MGVCL,,Withdrawn,DLMS Order,"1Ph 5-30A , Cl.1.0",CYGNUS,SMART,BCP,Bug fixed,2024-02-06,2024-03-26,2024-03-26,2024-03-29,2024-04-01,3,1.0,1,0.0,4.0,4.0,,,SR,,,,False,,,0
RH48.00,0,Adani,MSEDCL,,Withdrawn,DLMS Order,"1PH 10-60A,  Cl.1.0",CYGNUS,SMART,,New firmware,2024-03-26,2024-03-26,,,,0,,-45376,,1.0,,,,,,yes,,False,,,0
nLo031.08,8,Techno,MPPKVVCL Indore ,DI,Withdrawn,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,,Bug fixed and CR changes,2024-01-04,2024-03-27,,,,0,,-45377,,1.0,,,,,,,,False,,,0
CBO00902,0,Intellismart,APDCL ,,Subs Itr rel,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,DK,CR display changes,2024-03-27,2024-03-27,2024-03-27,2024-03-28,2024-03-29,1,1.0,1,0.0,2.0,2.0,,,SS,,,,False,,,0
RH21.00,7,Intellismart,PVVNL,,Subs Itr rel,DLMS Order,"1PH  LPR 10-60A,  Cl.1.0",CYGNUS,SMART,SS,CR changes,2023-10-31,2024-03-28,2024-03-28,2024-04-02,,-45384,,1,0.0,6.0,4.0,,,,,,,False,,,0
CBO014.01,0,Techno,MPPKVVCL Indore ,,Withdrawn,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,,New firmware,2024-02-06,2024-03-28,,,,0,,-45378,2.0,1.0,,,,,,yes,,False,,,0
RH51.00,0,Intellismart,MGVCL,Quectel,Exp Next Itr,DLMS Order,"1Ph 5-30A , Cl.1.0",CYGNUS,SMART,SR,RH31 converted for quectel module,2024-03-28,2024-03-28,2024-03-29,2024-04-02,2024-04-03,1,1.0,2,1.0,5.0,3.0,,,SAN,,,,False,,,0
HHo002.08,8,Techno,MPPKVVCL Indore ,,Subs Itr rel,DLMS Order, 3P4W HTCT Cl 0.2 5-10A,NORTEM,SMART,BHR,bug fixed,2024-01-19,2024-03-28,2024-03-29,2024-04-01,2024-04-08,7,4.0,2,1.0,4.0,2.0,,,VK,,,,False,,,0
5HD2N.70,1,TANGEDCO,TANGEDCO,,Subs Itr rel,DLMS Order,3P4W 63.5V 1-2A Cl 0.2Cl ,N2AVE,TVM HT 0.2,BCP,bug fixed,2024-03-13,2024-04-01,2024-04-02,2024-04-16,,-45398,,2,1.0,15.0,9.0,,,,,,,False,,,0
RH47.00,1,Adani,APEPDCL,,Subs Itr rel,DLMS Order,"1PH 10-60A,  Cl.1.0",CYGNUS,SMART,BHR,New firmware,2024-04-01,2024-04-01,2024-04-25,2024-04-30,2024-05-06,6,3.0,25,18.0,6.0,4.0,,,AVM,,yes,,False,,,0
CBO021.00,1,Intellismart,MGVCL,4G,Subs Itr rel,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,San,bug fixed,2024-03-19,2024-04-01,2024-04-05,2024-04-05,,-45387,,5,2.0,2.0,1.0,,,,,,,False,,,0
COP14.00,1,DHBVN,DHBVN,bidirection,Released,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,VENUS,TVM LT WC,AM,bug fixed,2024-03-22,2024-04-02,2024-04-02,2024-04-03,2024-04-04,1,1.0,1,0.0,2.0,2.0,QER-109060,2024-04-23,BCP,,,,False,,,0
CBO00902,0,Intellismart,APDCL ,,Released,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,DK,Anomaly format changed,2024-03-27,2024-04-02,2024-04-02,2024-04-02,,-45384,,1,0.0,1.0,0.5,QER-109041(1),2024-04-05,,,,,False,,,0
RH46.00,0,Adani,APDCL,Quectel,Subs Itr rel,DLMS Order,"1Ph 5-30A , Cl.1.0",CYGNUS,SMART,SR,RH40 modified for Quectel Module & Bugs fixed ,2024-04-02,2024-04-02,2024-04-03,2024-04-05,,-45387,,2,0.0,3.0,3.0,,,,,,,False,,,0
COP13.00,1,DHBVN,DHBVN,,Released,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,VENUS,TVM LT WC,DK,bug fixed,2024-03-13,2024-04-02,2024-04-02,2024-04-03,2024-04-04,1,1.0,1,0.0,2.0,2.0,QER-109061,2024-04-23,SAN,,,,False,,,0
nLo030.09,9,Techno,MPPKVVCL Indore ,(w/o DI),Subs Itr rel,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,,Bug fixed,2024-01-04,2024-04-05,,,,0,,-45386,,1.0,,,,,,,,False,,,0
nLo031.09,9,Techno,MPPKVVCL Indore ,DI,Subs Itr rel,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,San,New firmware(major changes),2024-01-04,2024-04-05,2024-04-10,2024-04-17,2024-04-19,2,2.0,6,2.0,8.0,6.0,,,BHR,,yes,,False,,,0
COC54.00 ,1,ESP,BC83GOAN2 ,,Hw Pending,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,SFF,TVM LT WC,SS,New firmware,2024-02-08,2024-04-03,2024-07-04,2024-07-09,2024-07-10,1,1.0,93,60.0,6.0,4.0,,,AVM,,yes,,False,,,0
RH45.00,1,Adani,NBPDCL,,Released,DLMS Order,"1Ph 10-60A , Cl.1.0",CYGNUS,SMART,AM,Bug fixed,2024-03-26,2024-04-03,2024-04-04,2024-04-05,,-45387,,2,1.0,2.0,2.0,QER-109049,2024-04-11,SR,,,,False,,,0
CBO013.01,0,Intellismart,MGVCL,,Subs Itr rel,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,BCP,bug fixed,2024-04-04,2024-04-04,2024-04-04,2024-04-04,,-45386,,1,0.0,1.0,1.0,,,,,,,False,,,0
CBO016.00,2,NCC,NBPDCL,,Subs Itr rel,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,AVM,Bug fixed,2024-03-12,2024-04-04,2024-04-05,2024-04-05,,-45387,,2,1.0,1.0,1.0,,,BHR,,,,False,,,0
CBO014.01,0,Techno,MPPKVVCL Indore ,,Subs Itr rel,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,BHR,New firmware,2024-02-06,2024-04-04,2024-04-10,2024-04-12,2024-04-18,6,4.0,7,3.0,3.0,3.0,,,AM,,yes,,False,,,0
RH21.00,8,Intellismart,PVVNL,,Released,DLMS Order,"1PH  LPR 10-60A,  Cl.1.0",CYGNUS,SMART,DK,Bug fixed,2023-10-31,2024-04-04,2024-04-05,2024-04-05,,-45387,,2,1.0,1.0,1.0,QER-109043,2024-04-05,DK,,,,False,,,0
CBO013.01,1,Intellismart,MGVCL,,Released,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,BCP,bug fixed,2024-04-04,2024-04-05,2024-04-05,2024-04-05,,-45387,,1,0.0,1.0,1.0,QER-109032(2),2024-04-05,,,,,False,,,0
nLo033.01,1,Adani,UPCL ,4G+DI,Subs Itr rel,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,BHR,New firmware,2024-04-05,2024-04-05,2024-05-02,2024-05-03,2024-05-08,5,3.0,28,18.0,2.0,2.0,,,AVM,,,,False,,,0
nLo034.01,1,Adani,UPCL ,,Withdrawn,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,,New firmware,2024-04-05,2024-04-05,,,,0,,-45386,,1.0,,,,,,,,False,,,0
CBO021.00,2,Intellismart,MGVCL,4G,Subs Itr rel,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,San,bug fixed,2024-03-19,2024-04-05,2024-04-05,2024-04-08,,-45390,,1,0.0,4.0,2.0,,,,,,,False,,,0
nLo021.05,5,Adani,APDCL,DI,Withdrawn,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,,New firmware,2024-02-13,2024-04-05,,,,0,,-45386,,1.0,,,,,,yes,,False,,,0
nLo025.03,3,Adani,APDCL,,Withdrawn,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,,New firmware,2024-02-13,2024-04-05,,,,0,,-45386,,1.0,,,,,,yes,,False,,,0
RH46.00,1,Adani,APDCL,,Subs Itr rel,DLMS Order,"1Ph 5-30A , Cl.1.0",CYGNUS,SMART,SAN,bug fixed,2024-04-02,2024-04-06,2024-04-06,2024-04-07,,-45389,,1,,2.0,1.0,,,,,,,False,,,0
RH46.00,2,Adani,APDCL,,Subs Itr rel,DLMS Order,"1Ph 5-30A , Cl.1.0",CYGNUS,SMART,AM,bug fixed,2024-04-02,2024-04-07,2024-04-07,2024-04-07,2024-04-08,1,1.0,1,,1.0,1.0,,,BCP,,,,False,,,0
CAO01301,0,Techno,MPPKVVCL Indore,,Subs Itr rel,DLMS Order, 3P4W LTWC Cl 1.0 10-100A,CHRONAS,SMART,SR,New Firmware,2024-02-19,2024-04-05,2024-04-10,2024-04-19,2024-04-24,5,3.0,6,3.0,10.0,8.0,,,AM,,yes,,False,,,0
CBO021.00,3,Intellismart,MGVCL,4G,Subs Itr rel,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,DK,bug fixed,2024-03-19,2024-04-08,2024-04-08,2024-04-10,,-45392,,1,0.0,3.0,2.0,,,AM,,,,False,,,0
CAO01700,0,GMR,DVVNL,,Withdrawn,DLMS Order, 3P4W LTWC Cl 1.0 10-100A,CHRONAS,SMART,,New Firmware,2024-04-08,2024-04-08,,,,0,,-45389,,1.0,,,,,,yes,,False,,,0
SR82.01,0,KSEB,KSEB,,Released,DLMS Order,"1Ph 10-60A , Cl.1.0",SFF,ENM,SR,field modification(code compare),2024-04-11,2024-04-11,2024-04-19,2024-04-19,,-45401,,9,4.0,1.0,0.5,QER-109033(1),2024-04-19,,yes,,,False,,,0
RH46.00,3,Adani,APDCL,,Released,DLMS Order,"1Ph 5-30A , Cl.1.0",CYGNUS,SMART,SR,bug fixed,2024-04-02,2024-04-11,2024-04-11,2024-04-11,,-45393,,1,0.0,1.0,0.5,QER-109051(1),2024-04-17,BHR,,,,False,,,0
RH43.00,2,GMR,DVVNL,,Withdrawn,DLMS Order,"1PH 10-60A,  Cl.1.0",CYGNUS,SMART,,bug fixed and CR changes,2024-03-15,2024-04-11,,,,0,,-45392,,1.0,,,,,,,,False,,,0
CTP16.00 ,5,KSEB,KSEB,,Completed,DLMS Tender, 3P4W LTWC Cl 1.0 10-60A,VENUS,TVM LT WC,AVM,New firmware,2024-03-15,2024-04-11,2024-04-16,,,0,,6,3.0,-45397.0,,,,BCP,,yes,,False,,,0
CAO01700,1,GMR,DVVNL,,Subs Itr rel,DLMS Order, 3P4W LTWC Cl 1.0 10-100A,CHRONAS,SMART,AVM,New Firmware,2024-04-08,2024-04-12,2024-04-19,2024-04-24,2024-04-30,6,3.0,8,5.0,6.0,4.0,,,BHR,,yes,,False,,,0
CBO018.00,2,Adani,NBPDCL ,,Subs Itr rel,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,BHR,bug fixed,2024-03-15,2024-04-12,2024-04-16,2024-04-20,,-45402,,5,2.0,5.0,5.0,,,,,,,False,,,0
nLo040.00,1,Iskraemeco ,UGVCL,(DTR meter with DI  with 200/5 ratio),Exp Next Itr,DLMS Order,3P4W LTCT 240V 5-10A,NORTEM,SMART,AM,bug fixed,2024-03-19,2024-04-12,2024-04-12,2024-04-12,,-45394,,1,0.0,1.0,1.0,,,,,,,False,,,0
nLo041.00,1,Iskraemeco ,UGVCL,(consumer with DI without 200/5 ratio),Subs Itr rel,DLMS Order,3P4W LTCT 240V 5-10A,NORTEM,SMART,BCP,bug fixed,2024-03-19,2024-04-12,2024-04-12,2024-04-12,,-45394,,1,0.0,1.0,1.0,,,,,,,False,,,0
RH50.00,0,Techno,MPPKVVCL Indore,Quectel,Subs Itr rel,DLMS Order,"1Ph 10-60A , Cl.1.0",CYGNUS,SMART,AM/SAN,RH30 is modified for using Quectel Module & Bugs fixed ,2024-01-30,2024-04-12,2024-04-13,2024-04-13,,-45395,,2,0.0,1.0,1.0,,,,,,,False,,,0
RH43.00,3,GMR,DVVNL,,Subs Itr rel,DLMS Order,"1PH 10-60A,  Cl.1.0",CYGNUS,SMART,AM,bug fixed and CR changes,2024-03-15,2024-04-12,2024-04-16,2024-04-18,2024-04-22,4,2.0,5,2.0,3.0,3.0,,,SAN,,,,False,,,0
RH53.00,0,TPCL,TPCL,,Subs Itr rel,DLMS Order,"1PH 10-60A,  Cl.1.0",CYGNUS,SMART,San,New Firmware,2024-04-12,2024-04-12,2024-05-10,2024-05-16,2024-05-20,4,,29,19.0,7.0,5.0,,,BHR,,yes,,False,,,0
RH50.00,1,Techno,MPPKVVCL Indore,,Subs Itr rel,DLMS Order,"1Ph 10-60A , Cl.1.0",CYGNUS,SMART,AVM,bug fixed,2024-01-30,2024-04-15,2024-04-15,2024-04-15,,-45397,,1,0.0,1.0,1.0,,,,,,,False,,,0
HHo002.09,9,Techno,MPPKVVCL Indore ,,Subs Itr rel,DLMS Order, 3P4W HTCT Cl 0.2 5-10A,NORTEM,SMART,BHR,bug fixed,2024-01-19,2024-04-15,2024-04-15,2024-04-15,,-45397,,1,0.0,1.0,1.0,,,,,,,False,,,0
HHo004.01,1,Adani,MSEDCL,,Subs Itr rel,DLMS Order, 3P4W HTCT Cl 0.5 5-10A,NORTEM,SMART,VK,New Firmware,2024-04-15,2024-04-15,2024-04-30,2024-05-08,2024-05-09,1,1.0,16,10.0,9.0,7.0,,,SAN,,yes,,False,,,0
RH21.01,0,Intellismart,PVVNL,,Withdrawn,DLMS Order,"1PH  LPR 10-60A,  Cl.1.0",CYGNUS,SMART,BCP,CR changes,2024-04-15,2024-04-15,2024-04-22,,,0,,8,5.0,-45403.0,,,,,,,,False,,,0
RH50.00,2,Techno,MPPKVVCL Indore,,Released,DLMS Order,"1Ph 10-60A , Cl.1.0",CYGNUS,SMART,San,bug fixed,2024-01-30,2024-04-15,2024-04-15,2024-04-15,,-45397,,1,0.0,1.0,1.0,QER-109053,2024-04-16,AVM,,,,False,,,0
RH35.00,1,Adani,EEPL,,Subs Itr rel,DLMS Order,"1Ph 10-60A , Cl.1.0",CYGNUS,SMART,DK,bug fixed,2024-02-19,2024-04-15,2024-05-06,2024-05-06,,-45418,,22,13.0,1.0,1.0,,,SS,,,,False,,,0
5HD09.76,2,ESP,BB11BEDLMS2 ,,Released,DLMS Order,3P4W 63.5V 1-2A Cl 0.2Cl ,N2AVE,TVM HT 0.2,BCP,bug fixed,2024-03-13,2024-04-15,2024-04-16,2024-04-16,2024-04-19,3,2.0,2,1.0,1.0,0.5,QER-109056,2024-04-19,AVM,,,,False,,,0
RH54.00,0,ESP, Innologics ,,Released,DLMS Order,"1Ph 10-60A , Cl.1.0",CYGNUS,SMART,BCP,RH26 converted for CR changes,2024-04-17,2024-04-17,2024-04-19,2024-04-19,2024-04-23,4,2.0,3,1.0,1.0,0.5,QER-109059(1),2024-04-23,AVM,,,,False,,,0
